timeStamp,elapsed,label,responseCode,success,bytes,grpThreads,allThreads,Latency,Hostname
2013-12-26;18:13:05,612,/,200,true,1945,3,3,612,CI
2013-12-26;18:13:02,3289,Connexion,200,true,4277,3,3,2592,CI
2013-12-26;18:13:06,801,/account,200,true,2558,3,3,801,CI
2013-12-26;18:13:06,802,Vue_connectee,200,true,2558,3,3,801,CI
2013-12-26;18:13:04,2702,/app/user/login,200,true,2374,3,3,2084,CI
2013-12-26;18:13:07,624,/app/user/logout,200,true,2321,3,3,211,CI
2013-12-26;18:13:07,375,/,200,true,1934,3,3,375,CI
2013-12-26;18:13:07,1001,Deconnexion,200,true,4255,3,3,586,CI
2013-12-26;18:13:07,618,/,200,true,1987,3,3,618,CI
2013-12-26;18:13:04,3321,Connexion,200,true,4361,3,3,2702,CI
2013-12-26;18:13:08,649,/,200,true,1992,3,3,649,CI
2013-12-26;18:13:08,650,Accueil,200,true,1992,3,3,649,CI
2013-12-26;18:13:06,3003,/app/user/login,200,true,2374,3,3,2286,CI
2013-12-26;18:13:08,942,/account,200,true,2601,3,3,942,CI
2013-12-26;18:13:08,943,Vue_connectee,200,true,2601,3,3,942,CI
2013-12-26;18:13:09,673,/,200,true,1987,3,3,673,CI
2013-12-26;18:13:06,3678,Connexion,200,true,4361,3,3,2959,CI
2013-12-26;18:13:09,637,/app/user/logout,200,true,2321,3,3,240,CI
2013-12-26;18:13:09,392,/,200,true,1934,3,3,392,CI
2013-12-26;18:13:09,1030,Deconnexion,200,true,4255,3,3,632,CI
2013-12-26;18:13:09,770,/account,200,true,2601,3,3,770,CI
2013-12-26;18:13:09,770,Vue_connectee,200,true,2601,3,3,770,CI
2013-12-26;18:13:10,411,/,200,true,1992,3,3,411,CI
2013-12-26;18:13:10,412,Accueil,200,true,1992,3,3,411,CI
2013-12-26;18:13:10,703,/app/user/logout,200,true,2321,3,3,268,CI
2013-12-26;18:13:08,2763,/app/user/login,200,true,2332,3,3,2109,CI
2013-12-26;18:13:11,396,/,200,true,1934,3,3,396,CI
2013-12-26;18:13:10,1100,Deconnexion,200,true,4255,3,3,664,CI
2013-12-26;18:13:11,406,/,200,true,1992,3,3,406,CI
2013-12-26;18:13:11,407,Accueil,200,true,1992,3,3,406,CI
2013-12-26;18:13:11,611,/,200,true,1945,3,3,611,CI
2013-12-26;18:13:08,3376,Connexion,200,true,4277,3,3,2720,CI
2013-12-26;18:13:12,816,/account,200,true,2556,3,3,816,CI
2013-12-26;18:13:12,816,Vue_connectee,200,true,2556,3,3,816,CI
2013-12-26;18:13:10,2668,/app/user/login,200,true,2374,3,3,2036,CI
2013-12-26;18:13:12,636,/app/user/logout,200,true,2321,3,3,211,CI
2013-12-26;18:13:13,662,/,200,true,1987,3,3,662,CI
2013-12-26;18:13:10,3331,Connexion,200,true,4361,3,3,2698,CI
2013-12-26;18:13:13,436,/,200,true,1934,3,3,436,CI
2013-12-26;18:13:12,1072,Deconnexion,200,true,4255,3,3,647,CI
2013-12-26;18:13:14,422,/,200,true,1992,3,3,422,CI
2013-12-26;18:13:14,423,Accueil,200,true,1992,3,3,422,CI
2013-12-26;18:13:13,788,/account,200,true,2601,3,3,788,CI
2013-12-26;18:13:13,789,Vue_connectee,200,true,2601,3,3,788,CI
2013-12-26;18:13:11,2835,/app/user/login,200,true,2374,3,3,2319,CI
2013-12-26;18:13:14,671,/app/user/logout,200,true,2321,3,3,270,CI
2013-12-26;18:13:14,657,/,200,true,1986,3,3,657,CI
2013-12-26;18:13:11,3492,Connexion,200,true,4360,3,3,2976,CI
2013-12-26;18:13:15,427,/,200,true,1934,3,3,427,CI
2013-12-26;18:13:14,1099,Deconnexion,200,true,4255,3,3,697,CI
2013-12-26;18:13:15,376,/,200,true,1992,3,3,376,CI
2013-12-26;18:13:15,377,Accueil,200,true,1992,3,3,376,CI
2013-12-26;18:13:15,799,/account,200,true,2600,3,3,799,CI
2013-12-26;18:13:15,800,Vue_connectee,200,true,2600,3,3,799,CI
2013-12-26;18:13:16,702,/app/user/logout,200,true,2319,3,3,243,CI
2013-12-26;18:13:14,2753,/app/user/login,200,true,2332,3,3,2079,CI
2013-12-26;18:13:16,467,/,200,true,1933,3,3,467,CI
2013-12-26;18:13:16,1171,Deconnexion,200,true,4252,3,3,710,CI
2013-12-26;18:13:17,382,/,200,true,1991,3,3,382,CI
2013-12-26;18:13:17,382,Accueil,200,true,1991,3,3,382,CI
2013-12-26;18:13:17,679,/,200,true,1945,3,3,679,CI
2013-12-26;18:13:14,3432,Connexion,200,true,4277,3,3,2758,CI
2013-12-26;18:13:17,800,/account,200,true,2556,3,3,800,CI
2013-12-26;18:13:17,800,Vue_connectee,200,true,2556,3,3,800,CI
2013-12-26;18:13:16,2796,/app/user/login,200,true,2374,3,3,2186,CI
2013-12-26;18:13:18,617,/app/user/logout,200,true,2321,3,3,211,CI
2013-12-26;18:13:18,651,/,200,true,1986,3,3,651,CI
2013-12-26;18:13:16,3447,Connexion,200,true,4360,3,3,2837,CI
2013-12-26;18:13:19,422,/,200,true,1934,3,3,422,CI
2013-12-26;18:13:18,1040,Deconnexion,200,true,4255,3,3,633,CI
2013-12-26;18:13:19,363,/,200,true,1992,3,3,362,CI
2013-12-26;18:13:19,363,Accueil,200,true,1992,3,3,362,CI
2013-12-26;18:13:19,768,/account,200,true,2600,3,3,768,CI
2013-12-26;18:13:19,769,Vue_connectee,200,true,2600,3,3,768,CI
2013-12-26;18:13:17,2748,/app/user/login,200,true,2372,3,3,2128,CI
2013-12-26;18:13:20,615,/app/user/logout,200,true,2319,3,3,226,CI
2013-12-26;18:13:20,645,/,200,true,1986,3,3,645,CI
2013-12-26;18:13:17,3394,Connexion,200,true,4358,3,3,2773,CI
2013-12-26;18:13:21,336,/,200,true,1933,3,3,336,CI
2013-12-26;18:13:20,952,Deconnexion,200,true,4252,3,3,562,CI
2013-12-26;18:13:21,244,/,200,true,1991,3,3,244,CI
2013-12-26;18:13:21,244,Accueil,200,true,1991,3,3,244,CI
2013-12-26;18:13:20,2381,/app/user/login,200,true,2332,3,3,1984,CI
2013-12-26;18:13:22,347,/,200,true,1945,3,3,347,CI
2013-12-26;18:13:20,2729,Connexion,200,true,4277,3,3,2331,CI
2013-12-26;18:13:22,481,/account,200,true,2555,3,3,481,CI
2013-12-26;18:13:22,483,Vue_connectee,200,true,2555,3,3,481,CI
2013-12-26;18:13:23,450,/app/user/logout,200,true,2321,3,3,136,CI
2013-12-26;18:13:23,333,/,200,true,1934,3,3,333,CI
2013-12-26;18:13:23,784,Deconnexion,200,true,4255,3,3,469,CI
2013-12-26;18:13:21,2805,/app/user/login,200,true,2372,3,3,2190,CI
2013-12-26;18:13:24,428,/,200,true,1992,3,3,428,CI
2013-12-26;18:13:24,428,Accueil,200,true,1992,3,3,428,CI
2013-12-26;18:13:24,554,/,200,true,1986,3,3,554,CI
2013-12-26;18:13:21,3360,Connexion,200,true,4358,3,3,2744,CI
2013-12-26;18:13:24,2810,/app/user/login,200,true,2374,2,2,2305,CI
2013-12-26;18:13:21,15793,/account,200,true,2606,1,1,15793,CI
2013-12-26;18:13:21,15794,Vue_connectee,200,true,2606,1,1,15793,CI
,3,662,CI
2013-12-26;18:13:10,3331,Connexion,200,TG1; 1-2,true,4361,3,3,2698,CI
2013-12-26;18:13:13,436,/,200,TG1; 1-3,true,1934,3,3,436,CI
2013-12-26;18:13:12,1072,Deconnexion,200,TG1; 1-3,true,4255,3,3,647,CI
2013-12-26;18:13:14,422,/,200,TG1; 1-3,true,1992,3,3,422,CI
2013-12-26;18:13:14,423,Accueil,200,TG1; 1-3,true,1992,3,3,422,CI
2013-12-26;18:13:13,788,/account,200,TG1; 1-2,true,2601,3,3,788,CI
2013-12-26;18:13:13,789,Vue_connectee,200,TG1; 1-2,true,2601,3,3,788,CI
2013-12-26;18:13:11,2835,/app/user/login,200,TG1; 1-1,true,2374,3,3,2319,CI
2013-12-26;18:13:14,671,/app/user/logout,200,TG1; 1-2,true,2321,3,3,270,CI
2013-12-26;18:13:14,657,/,200,TG1; 1-1,true,1986,3,3,657,CI
2013-12-26;18:13:11,3492,Connexion,200,TG1; 1-1,true,4360,3,3,2976,CI
2013-12-26;18:13:15,427,/,200,TG1; 1-2,true,1934,3,3,427,CI
2013-12-26;18:13:14,1099,Deconnexion,200,TG1; 1-2,true,4255,3,3,697,CI
2013-12-26;18:13:15,376,/,200,TG1; 1-2,true,1992,3,3,376,CI
2013-12-26;18:13:15,377,Accueil,200,TG1; 1-2,true,1992,3,3,376,CI
2013-12-26;18:13:15,799,/account,200,TG1; 1-1,true,2600,3,3,799,CI
2013-12-26;18:13:15,800,Vue_connectee,200,TG1; 1-1,true,2600,3,3,799,CI
2013-12-26;18:13:16,702,/app/user/logout,200,TG1; 1-1,true,2319,3,3,243,CI
2013-12-26;18:13:14,2753,/app/user/login,200,TG1; 1-3,true,2332,3,3,2079,CI
2013-12-26;18:13:16,467,/,200,TG1; 1-1,true,1933,3,3,467,CI
2013-12-26;18:13:16,1171,Deconnexion,200,TG1; 1-1,true,4252,3,3,710,CI
2013-12-26;18:13:17,382,/,200,TG1; 1-1,true,1991,3,3,382,CI
2013-12-26;18:13:17,382,Accueil,200,TG1; 1-1,true,1991,3,3,382,CI
2013-12-26;18:13:17,679,/,200,TG1; 1-3,true,1945,3,3,679,CI
2013-12-26;18:13:14,3432,Connexion,200,TG1; 1-3,true,4277,3,3,2758,CI
2013-12-26;18:13:17,800,/account,200,TG1; 1-3,true,2556,3,3,800,CI
2013-12-26;18:13:17,800,Vue_connectee,200,TG1; 1-3,true,2556,3,3,800,CI
2013-12-26;18:13:16,2796,/app/user/login,200,TG1; 1-2,true,2374,3,3,2186,CI
2013-12-26;18:13:18,617,/app/user/logout,200,TG1; 1-3,true,2321,3,3,211,CI
2013-12-26;18:13:18,651,/,200,TG1; 1-2,true,1986,3,3,651,CI
2013-12-26;18:13:16,3447,Connexion,200,TG1; 1-2,true,4360,3,3,2837,CI
2013-12-26;18:13:19,422,/,200,TG1; 1-3,true,1934,3,3,422,CI
2013-12-26;18:13:18,1040,Deconnexion,200,TG1; 1-3,true,4255,3,3,633,CI
2013-12-26;18:13:19,363,/,200,TG1; 1-3,true,1992,3,3,362,CI
2013-12-26;18:13:19,363,Accueil,200,TG1; 1-3,true,1992,3,3,362,CI
2013-12-26;18:13:19,768,/account,200,TG1; 1-2,true,2600,3,3,768,CI
2013-12-26;18:13:19,769,Vue_connectee,200,TG1; 1-2,true,2600,3,3,768,CI
2013-12-26;18:13:17,2748,/app/user/login,200,TG1; 1-1,true,2372,3,3,2128,CI
2013-12-26;18:13:20,615,/app/user/logout,200,TG1; 1-2,true,2319,3,3,226,CI
2013-12-26;18:13:20,645,/,200,TG1; 1-1,true,1986,3,3,645,CI
2013-12-26;18:13:17,3394,Connexion,200,TG1; 1-1,true,4358,3,3,2773,CI
2013-12-26;18:13:21,336,/,200,TG1; 1-2,true,1933,3,3,336,CI
2013-12-26;18:13:20,952,Deconnexion,200,TG1; 1-2,true,4252,3,3,562,CI
2013-12-26;18:13:21,244,/,200,TG1; 1-2,true,1991,3,3,244,CI
2013-12-26;18:13:21,244,Accueil,200,TG1; 1-2,true,1991,3,3,244,CI
2013-12-26;18:13:20,2381,/app/user/login,200,TG1; 1-3,true,2332,3,3,1984,CI
2013-12-26;18:13:22,347,/,200,TG1; 1-3,true,1945,3,3,347,CI
2013-12-26;18:13:20,2729,Connexion,200,TG1; 1-3,true,4277,3,3,2331,CI
2013-12-26;18:13:22,481,/account,200,TG1; 1-3,true,2555,3,3,481,CI
2013-12-26;18:13:22,483,Vue_connectee,200,TG1; 1-3,true,2555,3,3,481,CI
2013-12-26;18:13:23,450,/app/user/logout,200,TG1; 1-3,true,2321,3,3,136,CI
2013-12-26;18:13:23,333,/,200,TG1; 1-3,true,1934,3,3,333,CI
2013-12-26;18:13:23,784,Deconnexion,200,TG1; 1-3,true,4255,3,3,469,CI
2013-12-26;18:13:21,2805,/app/user/login,200,TG1; 1-2,true,2372,3,3,2190,CI
2013-12-26;18:13:24,428,/,200,TG1; 1-3,true,1992,3,3,428,CI
2013-12-26;18:13:24,428,Accueil,200,TG1; 1-3,true,1992,3,3,428,CI
2013-12-26;18:13:24,554,/,200,TG1; 1-2,true,1986,3,3,554,CI
2013-12-26;18:13:21,3360,Connexion,200,TG1; 1-2,true,4358,3,3,2744,CI
2013-12-26;18:13:24,2810,/app/user/login,200,TG1; 1-3,true,2374,2,2,2305,CI
2013-12-26;18:13:21,15793,/account,200,TG1; 1-1,true,2606,1,1,15793,CI
2013-12-26;18:13:21,15794,Vue_connectee,200,TG1; 1-1,true,2606,1,1,15793,CI
